Kanji	Significado	Leitura(s) ON	Leitura(s) KUN	Mnemônica	Nível JLPT
羨	Inveja, invejar	セン	うらや・む, うらや・ましい	Ver uma gorda ovelha (羊) hidratada com água (氵) faz a boca secar e bocejar (欠) sentindo imensa inveja.	N1
搬	Transportar, carregar	ハン	Não possui	A ágil mão (扌) a lidar no interior do comum navio de transporte (般) ajuda a transportar e carregar.	N1
剖	Dissecar, dividir	ボウ	Não possui	Usar o corte da espada (刂) para separar um elemento em pequenas partes (咅) possibilita dissecar e dividir.	N1
酎	Bebida alcoólica (shochu)	チュウ	Não possui	Uma rigorosa e precisa medida (寸) extraída do forte licor (酉) dá origem à potente bebida alcoólica shochu.	N1
畿	Capital e arredores	キ	Não possui	Saber ao certo quanto (幾) arroz farto aquele campo (田) produz é vital para a subsistência da capital e arredores.	N1
宵	Início da noite	ショウ	よい	Quando o céu sob o teto (宀) mostra os primeiros traços muito pequenos (肖) de lua, chega o início da noite.	N1
拐	Sequestrar, enganar	カイ	Não possui	Usar sorrateiramente a mão (扌), enquanto a boca (口) faz ameaças brandindo a espada (刀), visa sequestrar e enganar.	N1
醸	Fabricar (saquê), destilar	ジョウ	かも・す	O licor (酉) de frutas que é exaustivamente ajudado e cultivado (襄) no barril passa a fabricar saquê e a destilar.	N1
猶	Ainda, adiar	ユウ	Não possui	O velho cão (犭) sentado obstinadamente ao lado do chefe idoso (酋) mostra que prefere ainda e sempre adiar o passo.	N1
諮	Consultar	シ	はか・る	Quando as breves palavras (言) não resolvem a dúvida, a próxima (次) etapa é ir consultar o sábio da montanha.	N1
畏	Temor, reverência	イ	おそ・れる	Vestir e tapar meticulosamente o campo (田) de terra com peças de roupa (衣) face à tempestade exibe grande temor e reverência.	N1
泌	Secreção	ヒツ, ヒ	Não possui	A vital e invisível água (氵) que tem obrigatoriamente (必) que ser escoada pelas glândulas do corpo forma a útil secreção.	N1
愁	Tristeza, aflição	シュウ	うれ・える, うれ・い	Ao cair das folhas no silencioso outono (秋), o solitário coração (心) padece facilmente de grande tristeza e profunda aflição.	N1
逝	Falecer, morrer	セイ	ゆ・く, い・く	Ao longo do caminhar (辶) na jornada e ser repentinamente dobrado ou quebrado (折) ao meio é subitamente falecer e morrer.	N1
朽	Apodrecer, decair	キュウ	く・ちる	O sólido tronco de madeira (木) que tomba cedendo soltando um fraco suspiro e falta de respiração (丂) começou a apodrecer e decair.	N1
硫	Enxofre	リュウ, ル	Não possui	A dura rocha e pedra (石) amarelada que curiosamente escorre e flui (㐬) quente da poça térmica tem um forte odor a enxofre.	N1
瞭	Claro, óbvio	リョウ	Não possui	Com os atentos olhos (目) abertos focados nas chamas iluminadas do claro e limpo fogo sagrado (尞) na noite escura tudo fica claro e óbvio.	N1
擬	Imitar, simular	ギ	Não possui	A mão (扌) que age com dúvida (疑) tenta imitar e simular.	N1
叙	Descrever, conferir (honra)	ジョ	Não possui	Com tempo de sobra (余), a mão (又) volta a descrever e conferir honra.	N1
弊	Desgastado, males	ヘイ	Não possui	O pano rasgado (敝) erguido pelas mãos (廾) mostra estar desgastado e com males.	N1
累	Acumulação, problemas	ルイ	Não possui	O campo (田) muito amarrado com o fio (糸) gera acúmulo e problemas.	N1
煩	Incomodar, preocupação	ハン, ボン	わずら・う, わずら・わす	O fogo (火) perto da cabeça (頁) serve apenas para incomodar e trazer preocupação.	N1
踪	Rastro, paradeiro	ソウ	Não possui	O pé (足) que segue a mesma religião (宗) deixa um claro rastro e paradeiro.	N1
藻	Alga marinha	ソウ	も	A planta (艹) na água (氵) que os pássaros barulhentos (喿) comem é a alga marinha.	N1
蚊	Mosquito	ブン	か	O inseto (虫) que deixa marcas na pele como texto (文) é o mosquito.	N1
栃	Castanheiro-da-índia japonês	Não possui	とち	A árvore (木) do penhasco (厂) com dez mil (万) folhas é o castanheiro-da-índia japonês.	N1
且	Além disso, ao mesmo tempo	ショ, ソ	か・つ	"O formato (且) das prateleiras empilhadas indica ""além disso"" e ""ao mesmo tempo""."	N1
鋳	Fundição, moldar	チュウ	い・る	O metal (金) forjado para ter longa vida (寿) passa pela fundição para moldar.	N1
蔽	Cobrir, esconder	ヘイ, フツ	Não possui	Usar mato (艹) e um pano rasgado (敝) é útil para cobrir e esconder.	N1
茨	Espinho, sarça	シ, ジ	いばら	A planta (艹) que machuca a cada próxima (次) tentativa esconde um espinho e sarça.	N1
棺	Caixão	カン	Não possui	A caixa de madeira (木) usada para abrigar o oficial (官) falecido é o caixão.	N1
慄	Tremer, medo	リツ	Não possui	O coração (忄) de quem se assusta com a queda da castanha (栗) começa a tremer de medo.	N1
傲	Arrogante, orgulhoso	ゴウ	Não possui	A pessoa (亻) que gosta apenas de brincar e passear (敖) torna-se arrogante e orgulhoso.	N1
硝	Nitrato, salitre	ショウ	Não possui	A pedra (石) que guarda certa semelhança (肖) com o sal grosso é o nitrato e salitre.	N1
舶	Navio oceânico	ハク	Não possui	O barco (舟) gigante que deixa um belo rastro branco (白) no mar é o navio oceânico.	N1
租	Imposto, arrendamento	ソ	Não possui	O grão (禾) que, além do mais (且), deve ser entregue, forma o imposto e arrendamento.	N1
倣	Imitar, emular	ホウ	なら・う	A pessoa (亻) liberada (放) para observar os outros passa naturalmente a imitar e emular.	N1
謹	Respeitoso, modesto	キン	つつし・む	Palavras (言) raras e gentis como a violeta (菫) demonstram alguém muito respeitoso e modesto.	N1
抹	Apagar, esfregar	マツ, バツ	Não possui	A mão (扌) que limpa até o fim (末) do quadro serve para apagar e esfregar.	N1
虹	Arco-íris	コウ	にじ	O inseto mítico (虫) que trabalha no céu como engenheiro (工) ergue um brilhante arco-íris.	N1
捻	Torcer	ネン, デン	ねじ・る, ひね・る	A mão (扌) de quem foca forte a atenção e o pensamento (念) consegue torcer.	N1
娯	Diversão, recreação	ゴ, グ	Não possui	A mulher (女) no reino de Wu (呉) dedicava a sua vida à diversão e recreação.	N1
臼	Almofariz, pilão	キュウ, グ	うす	O clássico contorno curvo desta rústica tigela de pedra (臼) ilustra o próprio almofariz e pilão.	N1
喩	Metáfora	ユ	Não possui	A boca (口) que usa belas palavras de cura (兪) apoia-se numa sábia metáfora.	N1
萎	Murchar	イ	な・える	A planta (艹) deixada descuidada aos cuidados do comitê (委) acabou por murchar.	N1
蛍	Vaga-lume	ケイ	ほたる	O inseto (虫) que abriga sob a sua coberta (冖) o seu pequeno fogo (火) é o vaga-lume.	N1
窒	Sufocar, asfixiar	チツ	Não possui	Chegar (至) ao fundo sem ar daquele buraco (穴) fará o mineiro sufocar e asfixiar.	N1
腺	Glândula	セン	Não possui	A parte do corpo (月) que funciona como uma autêntica fonte e nascente (泉) é a glândula.	N1
桁	Viga, dígito	コウ	けた	A longa madeira (木) que percorre toda a linha (行) do telhado atua como a forte viga.	N1
玩	Brincar, de diversão	ガン	Não possui	O rei (王) tem desde a origem (元) direito aos seus nobres objetos de diversão e brincar.	N1
冶	Metalurgia, forja	ヤ	Não possui	Usar o gelo ou frio (冫) como pedestal (台) no metal quente faz parte da metalurgia e forja.	N1
羞	Sentir vergonha, timidez	シュウ	Não possui	A ovelha (羊) que se esconde timidamente do boi (丑) acaba por sentir vergonha e timidez.	N1
栓	Rolha, torneira	セン	Não possui	O pedaço de madeira (木) que bloqueia tudo (全) com firmeza funciona como rolha e torneira.	N1
惧	Medo, temor	グ	Não possui	O coração (忄) que encara as ferramentas da tortura (具) é imediatamente inundado pelo medo e temor.	N1
寡	Viúva, poucos	カ	Não possui	Sob o teto (宀), a cabeça da família (頁) ficou apenas com poucos bens divididos (分), evidenciando a viúva.	N1
畝	Canteiro, sulco	ボウ	うね	O monte de terra (亠) mantido por longo tempo (久) dentro do campo (田) forma o canteiro e sulco.	N1
淑	Dama, graciosa	シュク	Não possui	A água (氵) límpida junto ao velho tio (叔) simboliza a essência da mulher graciosa e da fina dama.	N1
嫡	Herdeiro legítimo	チャク	Não possui	A mulher (女) na base da família (啇) é quem dá à luz o herdeiro legítimo.	N1
屯	Aquartelar, reunir tropas	トン	Não possui	O rolo de lona que simboliza o acampamento (屯) orienta o exército onde aquartelar e reunir tropas.	N1
糾	Investigar, torcer fios	キュウ	Não possui	O fio (糸) trancado como num gancho (丩) ajuda a poder torcer os fios na tentativa de investigar o crime.	N1
遡	Remontar, ir contra a corrente	ソ	さかのぼ・る	Caminhar (辶) em direção ao passado primeiro dia do mês (朔) é o ato de remontar e ir contra a corrente.	N1
陪	Acompanhar superior, júri	バイ	Não possui	Na colina (阝), a pessoa que é separada e dividida (咅) serve para acompanhar superior e pertencer ao júri.	N1
雌	Fêmea	シ	め, めす	Observando que se trata exatamente deste (此) pássaro (隹) pequeno, identifica-se logo a fêmea da espécie.	N1
舷	Estibordo, borda do navio	ゲン	Não possui	O grande barco (舟) focado pela misteriosa água negra (玄) à noite exibe a sua robusta borda do navio e estibordo.	N1
霜	Geada	ソウ	しも	A chuva (雨) fria do inverno com mútua aparência (相) de gelo petrificado produz nas folhas a gélida geada.	N1
殉	Sacrifício da própria vida	ジュン	Não possui	A violenta morte (歹) e o fim triste da temporada (旬) inteira simboliza o heroico sacrifício da própria vida.	N1
紡	Fiar, tecer	ボウ	つむ・ぐ	Trabalhar com o fio (糸) puxado ritmadamente na exata direção (方) é a base principal para fiar e tecer roupas.	N1
貪	Cobiçar, ganância	ドン	むさぼ・る	Exigir com muita força ter as conchas de dinheiro (貝) agora mesmo (今) demonstra muita ganância e o ato de cobiçar.	N1
庸	Comum, medíocre	ヨウ	Não possui	Debaixo do simples telhado (广), a mão (彐) a usar (用) as rústicas ferramentas produz um artigo apenas comum e medíocre.	N1
韻	Rima	イン	Não possui	O belo som musical (音) recitado fielmente em grupo pelo conjunto de membros (員) forma perfeitamente a poética rima.	N1
繕	Conserto, arrumar	ゼン	つくろ・う	Pegar no longo fio e cordão (糸) usando das melhores e mais puras intenções de bondade (善) para arrumar a roupa no conserto.	N1
搾	Espremer, ordenhar	サク	しぼ・る	A ousada e rápida mão (扌) inserida de repente (乍) profundamente dentro do pequeno e apertado buraco escuro (穴) pronta para espremer e ordenhar.	N1
刹	Templo, instante	サツ, セツ	Não possui	A fatídica, perigosa e fria morte (杀) efetuada a sangue frio pelo perigoso golpe de espada (刂) que dura somente o mínimo instante.	N1
采	Bastão de comando, aparência	サイ	Não possui	A perigosa garra ou mão rija (爫) a empunhar firmemente a maciça ponta da robusta madeira (木) que se exibe em perigosa aparência como bastão de comando.	N1
堆	Acumulação, pilha	タイ, ツイ	Não possui	A rústica ponta de terra rala e mole (土) exatamente sobre onde foca aquele pequeno e assustado pássaro (隹) torna-se num acúmulo e pilha natural.	N1
禍	Desastre, infortúnio	カ	Não possui	O local abençoado do altar puro (礻) que de modo cruel encontra-se absurdamente retorcido ou com um buraco e torto (咼) prenuncia um infortúnio e claro desastre.	N1
煎	Torrar, ferver	セン	い・る	Antes (前) de servir o prato, coloque no fogo (灬) para torrar e ferver.	N1
姻	Matrimônio, casamento	イン	Não possui	A amorosa mulher (女) é indubitavelmente a causa (因) principal do matrimônio e casamento.	N1
斑	Mancha, pinta	ハン	Não possui	O antigo texto (文) prensado entre os dois reis (王, 王) exibe uma estranha mancha e pinta.	N1
冥	Reino dos mortos	メイ, ミョウ	Não possui	Esconder o sol (日) sob o teto (冖) aos seis (六) dias denota a descida ao reino dos mortos.	N1
抄	Extrato, resumo	ショウ	Não possui	A ágil mão (扌) que copia apenas um pouco (少) da obra ajuda a montar um extrato e resumo.	N1
拷	Tortura	ゴウ	Não possui	A pesada mão (扌) que força com dor a vítima a pensar e confessar (考) aplica vil tortura.	N1
遜	Humilde, inferior	ソン	Não possui	Caminhar (辶) em passo de submissão como um pequeno neto (孫) demonstra um caráter humilde e inferior.	N1
旺	Vigoroso, próspero	オウ	Não possui	O dourado sol (日) que ilumina abundantemente o rei (王) torna todo o império vigoroso e próspero.	N1
准	Vice-, quase	ジュン	Não possui	O pobre pássaro (隹) preso no gelo liso (冫) funciona quase como um substituto ou vice.	N1
勾	Detenção, gancho	コウ	Não possui	O laço (勹) que encurrala alguém num canto privado (厶) funciona eficazmente como detenção e gancho.	N1
廉	Preço baixo, honestidade	レン	Não possui	O enorme galpão (广) que, ao mesmo tempo, atende e vende tudo (兼) preza por preço baixo e honestidade.	N1
礁	Recife, rocha submersa	ショウ	Não possui	A pesada pedra (石) escura no mar, parecendo queimar (焦) sob o sol, forma o recife e rocha submersa.	N1
壱	Um, número um em documentos	イチ, イツ	Não possui	O sábio samurai (士) sob a proteção do teto (冖) com sorte (吉) representa sempre o número um em documentos.	N1
麺	Macarrão	メン	Não possui	Levar o nutritivo cereal do trigo (麥) ao próprio rosto e boca (面) é saborear o macarrão.	N1
升	Caixa de medida	ショウ	ます	Com as mãos erguidas (廾), trace um corte (丿) sobre os dez (十) grãos colhidos na caixa de medida.	N1
卸	Atacado, ralar	シャ	おろ・す, おろし	Parar (止) tudo ao meio-dia (午) e carimbar o último selo (卩) destina-se a vender no atacado e ralar.	N1
耗	Desgaste, consumo	モウ, コウ	Não possui	O antigo arado (耒) que esbarra forçando raízes como finos pelos (毛) da terra apresenta veloz desgaste e consumo.	N1
謁	Audiência com superior	エツ	Não possui	Usar respeitosas palavras (言) para indagar (曷) perante o rei marca uma solene audiência com o superior.	N1
璃	Lápis-lazúli, vidro	リ	Não possui	A joia rara (王) talhada no formato do animal mítico (离) reluz um lindo tom de lápis-lazúli e vidro.	N1
坑	Poço, mina	コウ	Não possui	Escavar a dura terra (土) até atingir o ápice de exaustão extrema (亢) forja o poço e mina.	N1
串	Espeto	セン	くし	A reta linha ou traço (丨) a trespassar furando os blocos de carne ou bocas (口) ilustra incrivelmente bem um espeto.	N1
弔	Condolências, luto	チョウ	とむら・う	O curvo arco (弓) varado com a triste flecha reta (丨) do soldado tombado impõe guardar as condolências e luto.	N1
賓	Convidado de honra	ヒン	Não possui	Sob o majestoso teto (宀), aquele a quem ofertas valiosas conchas (貝) é inquestionavelmente o teu convidado de honra.	N1
塡	Preencher, tapar	テン	Não possui	Usar a brutal terra de base (土) revestida de pura verdade (眞) ajuda finalmente a cobrir fissuras, preencher e tapar.	N1
痢	Diarreia	リ	Não possui	A enfermidade grave (疒) intestinal cujo fluxo líquido passa com imensa fluidez e vantagem (利) descreve a severa diarreia.	N1
嚇	Ameaçar, intimidar	カク	Não possui	Falar agressivamente da boca (口) para fora com o rosto totalmente corado e vermelho (赤) tem apenas o intuito de ameaçar e intimidar.	N1
濫	Transbordar, excessivo	ラン	Não possui	A intensa enxurrada de água (氵) que já não se consegue mais supervisionar e policiar (監) torna-se excessiva e logo começará a transbordar.	N1
